genre,wiki_title,confidence,source
edmonton indie,Baby Jey,medium,wikipedia_fallback
indonesian post-hardcore,Killing Me Inside,medium,wikipedia_fallback
panamanian rock,Gaitanes,medium,wikipedia_fallback
new wave pop,Pinoy rock,medium,wikipedia_fallback
musica etnica,World music,high,wikidata
nyc pop,Giselle Bellas,medium,wikipedia_fallback
la indie,LA Indie Movie,medium,wikipedia_fallback
polish post-punk,Klaus Mitffoch,medium,wikipedia_fallback
tunisian pop,Latifa (singer),medium,wikipedia_fallback
arab trap,List of music genres and styles,medium,wikipedia_fallback
burmese pop,Music of Myanmar,medium,wikipedia_fallback
martial industrial,Martial industrial,high,wikidata
latvian hip hop,Gustavs Butelis,medium,wikipedia_fallback
deep smooth r&b,Music genre,medium,wikipedia_fallback
organic house,Organic house,high,wikidata
house argentino,Melodrama (film genre),medium,wikipedia_fallback
vintage italian pop,Chamber pop,medium,wikipedia_fallback
yiddish folk,Klezmer,medium,wikipedia_fallback
geek rock,Geek rock,high,wikidata
haur kantak,,none,unmatched
polish punk,Tilt (Polish band),medium,wikipedia_fallback
classic finnish rock,Music genre,medium,wikipedia_fallback
latin christian,Latin Christian music,high,wikidata
binaural,Binaural beats,high,wikidata
soundtrack,Video game music,medium,wikipedia_fallback
irish modern jazz,Music genre,medium,wikipedia_fallback
turin indie,Turin Brakes,medium,wikipedia_fallback
brazilian ska,São Paulo Ska Jazz,medium,wikipedia_fallback
indie rock italiano,Progressive rock,medium,wikipedia_fallback
alternative rock,Alternative rock,high,wikidata
euroska,,none,unmatched
circus,Circus music,medium,wikipedia_fallback
korean pop,K-pop,high,wikidata
nephop,Nepalese hip-hop,medium,wikipedia_fallback
gospel reggae,Gospel reggae,high,wikidata
chinese r&b,C-pop,medium,wikipedia_fallback
christchurch indie,Indie rock,medium,wikipedia_fallback
brazilian lo-fi rock,List of rock genres,medium,wikipedia_fallback
post-disco soul,Save the Overtime (For Me),medium,wikipedia_fallback
instrumental funk,Chad Smith's Bombastic Meatbats,medium,wikipedia_fallback
viral rap,Music of Russia,medium,wikipedia_fallback
korean old school hip hop,List of hip-hop genres,medium,wikipedia_fallback
slovenian folk,Music of Slovenia,medium,wikipedia_fallback
baroque violin,Baroque violin,medium,wikipedia_fallback
southern soul blues,U.P. Wilson,medium,wikipedia_fallback
liedermacher,Singer-songwriter,medium,wikipedia_fallback
rock campineiro,Tihuana,medium,wikipedia_fallback
classical mandolin,Evan Marshall (musician),medium,wikipedia_fallback
finnish jazz,Finnish jazz,high,wikidata
anti-folk,Anti-folk,high,wikidata
german punk,German punk,high,wikidata
ukulele,Ukulele Orchestra of Great Britain,medium,wikipedia_fallback
norwegian indie,Surferosa,medium,wikipedia_fallback
french punk,French punk,high,wikidata
west coast reggae,Pacific Dub,medium,wikipedia_fallback
classic icelandic pop,Music genre,medium,wikipedia_fallback
hungarian pop,Hungarian pop,high,wikidata
classic italian pop,Mina (Italian singer),medium,wikipedia_fallback
taiwanese indigenous,Taiwanese Indigenous pop music,medium,wikipedia_fallback
rock,Rock music,high,wikidata
dublin indie,Gavin Fox (musician),medium,wikipedia_fallback
gypsy punk,Gypsy punk,high,wikidata
crust punk,Crust punk,high,wikidata
ukrainian rock,Rock music in Ukraine,high,wikidata
fort wayne indie,Red dirt music,medium,wikipedia_fallback
shonen,Boys' love,medium,wikipedia_fallback
ottawa indie,Amanda Rheaume,medium,wikipedia_fallback
shush,Alison Gold,medium,wikipedia_fallback
english baroque,Baroque pop,high,wikidata
polish psychedelia,Psychedelic music,medium,wikipedia_fallback
argentine reggae,Las Pelotas,medium,wikipedia_fallback
french garage rock,BB Brunes,medium,wikipedia_fallback
reggae gaucho,Milonga (music),medium,wikipedia_fallback
circuit,Jet CD,medium,wikipedia_fallback
metal catala,Nueva canción,medium,wikipedia_fallback
post-disco,Post-disco,high,wikidata
deep g funk,Music genre,medium,wikipedia_fallback
british experimental,Slapp Happy,medium,wikipedia_fallback
c64,Creatures II: Torture Trouble,medium,wikipedia_fallback
korean electronic,Oh Yeah (GD & TOP song),medium,wikipedia_fallback
new tribe,Rapública,medium,wikipedia_fallback
erotica,Salsa romántica,medium,wikipedia_fallback
indie electronica,Petter Vågan,medium,wikipedia_fallback
belgian electronic,New beat,medium,wikipedia_fallback
torch song,Torch song,high,wikidata
orchestral performance,Lumpy Gravy,medium,wikipedia_fallback
polish contemporary classical,Gerd Sannemüller,medium,wikipedia_fallback
balfolk,Balfolk,medium,wikipedia_fallback
pianissimo,Dynamics (music),medium,wikipedia_fallback
musica costarricense,Guadalupe Urbina,medium,wikipedia_fallback
indian indie,Prateek Kuhad,medium,wikipedia_fallback
brostep,Brostep,high,wikidata
catalan folk,Music of Catalonia,medium,wikipedia_fallback
soul,Soul music,high,wikidata
belarusian punk,Mister X (band),medium,wikipedia_fallback
london indie,"So Long, See You Tomorrow (album)",medium,wikipedia_fallback
finnish dance pop,Portion Boys,medium,wikipedia_fallback
turkce remix,Candan Erçetin,medium,wikipedia_fallback
serbian alternative rock,E-Play,medium,wikipedia_fallback
rva indie,Witch house,medium,wikipedia_fallback
rochester ny indie,How Do You Feel Now?,medium,wikipedia_fallback
spanish synthpop,OBK,medium,wikipedia_fallback
duduk,Javanese poetry,medium,wikipedia_fallback
zeuhl,Zeuhl,high,wikidata
country gospel,Christian country music,high,wikidata
marathi hip hop,Indian hip-hop,medium,wikipedia_fallback
polyphonies corses,Les Nouvelles Polyphonies Corses,medium,wikipedia_fallback
halifax indie,Davnet,medium,wikipedia_fallback
viet instrumental,List of music genres and styles,medium,wikipedia_fallback
piano mpb,Pop music,medium,wikipedia_fallback
classic iskelma,Music of Finland,medium,wikipedia_fallback
scandipop,Scandinavian pop,high,wikidata
latinx alternative,The Rumba Madre,medium,wikipedia_fallback
nz pop,Pop Mechanix,medium,wikipedia_fallback
kazakh pop,Ninety One (group),medium,wikipedia_fallback
belgian indie,Zita Swoon,medium,wikipedia_fallback
russian trap,Trap music,medium,wikipedia_fallback
yacht rock,Yacht rock,high,wikidata
danish post-punk,Sort Sol,medium,wikipedia_fallback
trap pesado,Big Soto,medium,wikipedia_fallback
japanese old school hip hop,List of hip-hop genres,medium,wikipedia_fallback
south african jazz,South African jazz,high,wikidata
uk dub,The Backyardigans,medium,wikipedia_fallback
vintage western,Cowpunk,medium,wikipedia_fallback
bronx hip hop,Fab Five Freddy,medium,wikipedia_fallback
grunge brasileiro,Honorific nicknames in popular music,medium,wikipedia_fallback
brazilian contemporary classical,Marcos Balter,medium,wikipedia_fallback
folkmusik,Traditional folk music,high,wikidata
saxophone trio,"Songlines (Peter Brötzmann, Fred Hopkins, and Rashied Ali album)",medium,wikipedia_fallback
swedish jazz,Swedish jazz,high,wikidata
yaoi,Boys' love,medium,wikipedia_fallback
austropop,Austropop,high,wikidata
gaming edm,List of electronic music genres,medium,wikipedia_fallback
jig and reel,Treble jig,medium,wikipedia_fallback
hungarian punk,Bankrupt (band),medium,wikipedia_fallback
guatemalan indie,List of music genres and styles,medium,wikipedia_fallback
nice indie,Stapleton (band),medium,wikipedia_fallback
houston indie,Electric Touch (band),medium,wikipedia_fallback
eurodance,Eurodance,high,wikidata
orquesta cubana,Irakere,medium,wikipedia_fallback
hamburg indie,Hamburger Schule,high,wikidata
tucson indie,"Music of Tucson, Arizona",medium,wikipedia_fallback
spanish electropop,List of music genres and styles,medium,wikipedia_fallback
swiss folk,Music of Switzerland,medium,wikipedia_fallback
deep neofolk,List of music genres and styles,medium,wikipedia_fallback
german indie pop,Von Wegen Lisbeth,medium,wikipedia_fallback
electro latino,Juan Magán,medium,wikipedia_fallback
classic russian pop,Music genre,medium,wikipedia_fallback
sophisti-pop,Sophisti-pop,high,wikidata
alternative r&b,Alternative R&B,high,wikidata
deathrock,Deathrock,high,wikidata
vlaamse kinderliedje,,none,unmatched
baltic post-punk,List of music genres and styles,medium,wikipedia_fallback
hip pop,Pop rap,high,wikidata
musique touareg,Music of Niger,medium,wikipedia_fallback
muzica etno,Music of Romania,medium,wikipedia_fallback
italian classical guitar,List of music genres and styles,medium,wikipedia_fallback
early reggae,Reggae genres,medium,wikipedia_fallback
melodipop,,none,unmatched
swiss contemporary classical,Martin Eric Ain,medium,wikipedia_fallback
belo horizonte indie,Music of Brazil,medium,wikipedia_fallback
classic russian rock,Rock music in Russia,medium,wikipedia_fallback
indie catala,Music of Spain,medium,wikipedia_fallback
hungarian folk,Hungarian folk music,high,wikidata
channel islands indie,Indie music scene,medium,wikipedia_fallback
czech rock,Support Lesbiens,medium,wikipedia_fallback
kawaii edm,List of electronic music genres,medium,wikipedia_fallback
northamptonshire indie,Louis Tomlinson,medium,wikipedia_fallback
canadian children's music,Ants in Your Pants,medium,wikipedia_fallback
ecuadorian alternative rock,Prime Ministers (band),medium,wikipedia_fallback
dutch indie,Cloudmachine,medium,wikipedia_fallback
japanese jazz fusion,Casiopea,medium,wikipedia_fallback
futurepop,Futurepop,high,wikidata
tape club,Felix Kubin,medium,wikipedia_fallback
welsh hip hop,Welsh hip-hop,high,wikidata
russian indie rock,Masha i Medvedi,medium,wikipedia_fallback
viking folk,Viking metal,medium,wikipedia_fallback
scottish indie,Teenage Fanclub,medium,wikipedia_fallback
scandinavian r&b,List of music genres and styles,medium,wikipedia_fallback
chinese drama ost,Blossom (Chinese TV series),medium,wikipedia_fallback
rap uruguayo,Latin hip-hop,medium,wikipedia_fallback
bornesange,Children's music,high,wikidata
brazilian techno,List of music genres and styles,medium,wikipedia_fallback
boy soprano,Ancient Voices of Children,medium,wikipedia_fallback
emoviolence,Screamo,medium,wikipedia_fallback
flamenco fusion,Flamenco jazz,high,wikidata
chaabi algerien,Music of Algeria,medium,wikipedia_fallback
action rock,Electric Frankenstein,medium,wikipedia_fallback
hard alternative,Alternative metal,medium,wikipedia_fallback
south carolina metal,National Socialist black metal,medium,wikipedia_fallback
metallic hardcore,Metalcore,high,wikidata
black metal argentino,2026 in music,medium,wikipedia_fallback
progressive death metal,Progressive metal,medium,wikipedia_fallback
musica jibara,Music of Latin America,medium,wikipedia_fallback
welsh choir,Music of Wales,medium,wikipedia_fallback
sheilat,,none,unmatched
hard minimal techno,List of electronic music genres,medium,wikipedia_fallback
swedish hardcore,D-beat,medium,wikipedia_fallback
romanian metal,Altar (Romanian band),medium,wikipedia_fallback
finnish classical,Music of Finland,medium,wikipedia_fallback
orthodox chant,Petros Peloponnesios,medium,wikipedia_fallback
white noise,Lester Bangs,medium,wikipedia_fallback
neo classical metal,Neoclassical metal,high,wikidata
barrelhouse piano,We're Gonna Groove,medium,wikipedia_fallback
anthem emo,List of music genres and styles,medium,wikipedia_fallback
grunge revival,Soft grunge,medium,wikipedia_fallback
cifteli,Music of Cyprus,medium,wikipedia_fallback
austrian black metal,Summoning (band),medium,wikipedia_fallback
brooklyn drill,Brooklyn drill,high,wikidata
brazilian punk rock,Punk in Brazil,high,wikidata
birdsong,Current 93,medium,wikipedia_fallback
portuguese experimental,Telectu,medium,wikipedia_fallback
australian ambient,3 Knocks,medium,wikipedia_fallback
halloween,Halloween Night (song),medium,wikipedia_fallback
disney svenska,Dancing in the Moonlight,medium,wikipedia_fallback
contrabass,Tuba,medium,wikipedia_fallback
geek folk,Nerd-folk,high,wikidata
german classical piano,Music genre,medium,wikipedia_fallback
trad quebecois,Néo-trad,medium,wikipedia_fallback
cardiff indie,Indie pop,medium,wikipedia_fallback
japanese prog,Mandrake (Japanese band),medium,wikipedia_fallback
euskal rock,Basque Radical Rock,high,wikidata
bolero mexicano,Lupita Palomera,medium,wikipedia_fallback
korean indie folk,Namgida Band,medium,wikipedia_fallback
bush ballad,Bush ballad,high,wikidata
gaita,Gaita zuliana,high,wikidata
icelandic folk,Icelandic folk music,high,wikidata
polish pop,Czesław Niemen,medium,wikipedia_fallback
eastern bloc groove,Big beat,medium,wikipedia_fallback
arkansas country,List of blues musicians,medium,wikipedia_fallback
slc indie,The Aces (indie pop band),medium,wikipedia_fallback
dundee indie,5 Rebbecca's,medium,wikipedia_fallback
pop paraguayo,2026 in music,medium,wikipedia_fallback
gothic post-punk,Gothic rock,medium,wikipedia_fallback
luxembourgian indie,Olivier Heim,medium,wikipedia_fallback
pinoy idol pop,Pinoy pop,medium,wikipedia_fallback
edinburgh indie,The Zephyrs,medium,wikipedia_fallback
tulum,Tulum (bagpipe),medium,wikipedia_fallback
northern soul,Northern soul,high,wikidata
german boom bap,List of music genres and styles,medium,wikipedia_fallback
chinderlieder,,none,unmatched
musica eletronica gospel,Music of Brazil,medium,wikipedia_fallback
classic hardstyle,List of music genres and styles,medium,wikipedia_fallback
deep christian rock,Music genre,medium,wikipedia_fallback
cowboy western,Western music (North America),high,wikidata
electric bass,Bass guitar,medium,wikipedia_fallback
baroque pop,Baroque pop,high,wikidata
psychedelic blues-rock,Uriel (band),medium,wikipedia_fallback
experimental folk,Neofolk,medium,wikipedia_fallback
yoik,Joik,high,wikidata
uk beatdown,List of music genres and styles,medium,wikipedia_fallback
swiss hip hop,Swiss hip-hop,high,wikidata
hong kong indie,My Little Airport,medium,wikipedia_fallback
modern blues rock,Blues rock,medium,wikipedia_fallback
rock cristiano,Christian rock,high,wikidata
ukrainian pop,Pop music in Ukraine,high,wikidata
italian classical piano,Music genre,medium,wikipedia_fallback
gulf hip hop,Mohamed Mood,medium,wikipedia_fallback
triangle indie,Indie rock,medium,wikipedia_fallback
protopunk,Proto-punk,high,wikidata
athens indie,Indie music scene,medium,wikipedia_fallback
yugoslav rock,Popular music in Yugoslavia,medium,wikipedia_fallback
noel quebecois,Bruno Pelletier,medium,wikipedia_fallback
rock nacional brasileiro,Brazilian rock,high,wikidata
mariachi cristiano,Luis Miguel,medium,wikipedia_fallback
baton rouge indie,Royal Teeth,medium,wikipedia_fallback
papuri,Tsifteteli,medium,wikipedia_fallback
nu-cumbia,Boom One Records,medium,wikipedia_fallback
karadeniz turkuleri,Gülçin Yahya Kaçar,medium,wikipedia_fallback
chinese metal,Chinese heavy metal,medium,wikipedia_fallback
latin funk,Funk,medium,wikipedia_fallback
afro-funk,Afro/cosmic music,high,wikidata
glass,Passages (Ravi Shankar and Philip Glass album),medium,wikipedia_fallback
dreamgaze,Bella Lune,medium,wikipedia_fallback
piratenmuziek,,none,unmatched
portuguese contemporary classical,Sond'Ar-te Electric Ensemble,medium,wikipedia_fallback
british folk,British folk rock,high,wikidata
disney dansk,The Little Match Girl,medium,wikipedia_fallback
vocal ensemble,Choir,medium,wikipedia_fallback
german dance,German Dance and Entertainment Orchestra,medium,wikipedia_fallback
latin worship,Joivan Jiménez,medium,wikipedia_fallback
japanese dance pop,Blue World (Super Junior song),medium,wikipedia_fallback
aarhus indie,Liss (band),medium,wikipedia_fallback
sonora indie,Bratty (musician),medium,wikipedia_fallback
polish indie rock,Bastard Disco,medium,wikipedia_fallback
chamber pop,Chamber pop,high,wikidata
irish trap,Irish rap,medium,wikipedia_fallback
tamil hip hop,Yogi B,medium,wikipedia_fallback
panamanian indie,List of music genres and styles,medium,wikipedia_fallback
pub rock,Pub rock (United Kingdom),high,wikidata
russian alternative rock,Zvuki Mu,medium,wikipedia_fallback
japanese trap,Yuki Chiba,medium,wikipedia_fallback
auckland indie,The Tokey Tones,medium,wikipedia_fallback
dutch indie rock,Cloudmachine,medium,wikipedia_fallback
atmospheric post-rock,Clorofila,medium,wikipedia_fallback
grunneger muziek,,none,unmatched
australian underground hip hop,MC Layla,medium,wikipedia_fallback
neofolk,Neofolk,high,wikidata
russian ccm,Shoegaze,medium,wikipedia_fallback
classic luk thung,List of music genres and styles,medium,wikipedia_fallback
viral trap,Trap music,medium,wikipedia_fallback
russian drill,Drill music,medium,wikipedia_fallback
tone,Two-tone (music genre),medium,wikipedia_fallback
soulful house,Soulful house,high,wikidata
south african house,Music of South Africa,medium,wikipedia_fallback
chinese electronic,Dou Wei,medium,wikipedia_fallback
bosnian electronic,Music of Bosnia and Herzegovina,medium,wikipedia_fallback
experimental ambient,Nadja (band),medium,wikipedia_fallback
korean metal,Korean rock,medium,wikipedia_fallback
singaporean electronic,George Leong,medium,wikipedia_fallback
swazi traditional,Ethnic Swazi music,high,wikidata
japanese electronic,Sketch Show (band),medium,wikipedia_fallback
classical baritone,Ichirō Fujiyama,medium,wikipedia_fallback
italian renaissance,Italian Renaissance garden,medium,wikipedia_fallback
belgian contemporary classical,Music genre,medium,wikipedia_fallback
russian modern jazz,Music genre,medium,wikipedia_fallback
michigan indie,Michigander (band),medium,wikipedia_fallback
bangalore indie,Heavy metal genres,medium,wikipedia_fallback
indie curitibano,A Banda Mais Bonita da Cidade,medium,wikipedia_fallback
francoton,,none,unmatched
nova musica amazonense,Djuena Tikuna,medium,wikipedia_fallback
underground power pop,Mark Roebuck,medium,wikipedia_fallback
socal indie,Astra Heights,medium,wikipedia_fallback
norrbotten indie,Genevieve Artadi,medium,wikipedia_fallback
ryukyu ongaku,Ryukyuan music,high,wikidata
australian alternative rock,Taxiride,medium,wikipedia_fallback
classic nz pop,Classic (MKTO song),medium,wikipedia_fallback
italian adult pop,Pop music,medium,wikipedia_fallback
german alternative rock,Blackmail (band),medium,wikipedia_fallback
australian pop,Australian pop music awards,medium,wikipedia_fallback
indie triste,Twee pop,medium,wikipedia_fallback
jazz pop,Jazz pop,high,wikidata
fo jing,Amitāyus Contemplation Sūtra,medium,wikipedia_fallback
modern psychedelic folk,Music genre,medium,wikipedia_fallback
school choir,There's No One Quite Like Grandma,medium,wikipedia_fallback
rap baixada fluminense,,none,unmatched
canadian contemporary r&b,Chiiild,medium,wikipedia_fallback
zillertal,Ursprung Buam,medium,wikipedia_fallback
deep northern soul,Soul music,medium,wikipedia_fallback
retro soul,Retro-soul,high,wikidata
thai teen pop,Thai pop music,medium,wikipedia_fallback
western saharan folk,El Wali (band),medium,wikipedia_fallback
rap ecuatoriano,2024 in music,medium,wikipedia_fallback
golden age hip hop,Golden age hip-hop,high,wikidata
hyphy,Hyphy,high,wikidata
beat poetry,Beat Poetry for Survivalists,medium,wikipedia_fallback
bard,Bard (Soviet Union),medium,wikipedia_fallback
big band,Big band,medium,wikipedia_fallback
brazilian jazz,Brazilian jazz,high,wikidata
german renaissance,Renaissance sculpture,medium,wikipedia_fallback
cimbalova muzika,Moravian folk music,medium,wikipedia_fallback
norske viser,Jan Eggum,medium,wikipedia_fallback
scottish jazz,Jim Mullen,medium,wikipedia_fallback
indie hidalguense,,none,unmatched
uwielbienie,,none,unmatched
euskal musica,Basque Radical Rock,medium,wikipedia_fallback
hungarian indie,Budapest indie music scene,medium,wikipedia_fallback
kleinkunst,Cabaret,medium,wikipedia_fallback
finlandssvenska musik,KAJ (group),medium,wikipedia_fallback
turkish modern jazz,Music genre,medium,wikipedia_fallback
omaha indie,Black Out (The Good Life album),medium,wikipedia_fallback
funk evangelico,Anitta (singer),medium,wikipedia_fallback
beach music,Beach music,high,wikidata
indie poptimism,Rockism and poptimism,medium,wikipedia_fallback
australian alternative pop,Love Monster (album),medium,wikipedia_fallback
gothic americana,Gothic country,medium,wikipedia_fallback
classic uk pop,Music genre,medium,wikipedia_fallback
german viral rap,Phonk,medium,wikipedia_fallback
seattle hip hop,Northwestern hip-hop,medium,wikipedia_fallback
mexican rock-and-roll,Rock music in Mexico,medium,wikipedia_fallback
musica triste brasileira,Anitta (singer),medium,wikipedia_fallback
volksmusik,Traditional folk music,high,wikidata
minnesota hip hop,Twin Cities hip-hop,medium,wikipedia_fallback
bohemian baroque,Jakub Bursa,medium,wikipedia_fallback
australian trap,Kim Dracula,medium,wikipedia_fallback
arab pop,Arabic pop,high,wikidata
indonesian neo-psychedelia,List of music genres and styles,medium,wikipedia_fallback
afrofuturismo brasileiro,,none,unmatched
corridos cristianos,Sertanejo music,medium,wikipedia_fallback
alberta hip hop,So You Think You Can Dance Canada season 1,medium,wikipedia_fallback
east coast hip hop,East Coast hip-hop,high,wikidata
gypsy jazz,Gypsy jazz,high,wikidata
tango,Tango music,high,wikidata
rock nacional,Brazilian rock,high,wikidata
bandoneon,Bandoneon,medium,wikipedia_fallback
newcastle indie,Vacations (band),medium,wikipedia_fallback
vocal trance,Vocal trance,high,wikidata
zikir,Rebana,medium,wikipedia_fallback
velha guarda,Música popular brasileira,high,wikidata
korean worship,List of songs recorded by Pentagon,medium,wikipedia_fallback
danish jazz,Danish jazz,high,wikidata
cuban alternative,Cuban rock,medium,wikipedia_fallback
franco-flemish school,Franco-Flemish School,high,wikidata
nordnorsk musikk,,none,unmatched
singaporean indie,Muon (band),medium,wikipedia_fallback
indie electropop,L.A.F (song),medium,wikipedia_fallback
oakland indie,House music,medium,wikipedia_fallback
british blues,British blues,high,wikidata
rosary,Elvis Now,medium,wikipedia_fallback
brazilian boogie,Robson Jorge & Lincoln Olivetti,medium,wikipedia_fallback
mumbai indie,Otru,medium,wikipedia_fallback
australian rock,Rock music in Australia,high,wikidata
avant-garde metal,Avant-garde metal,high,wikidata
dark psytrance,Psychedelic trance,medium,wikipedia_fallback
poznan indie,Ray Wilson (musician),medium,wikipedia_fallback
russian reggae,Boris Grebenshchikov,medium,wikipedia_fallback
canterbury scene,Canterbury scene,high,wikidata
ostrock,Music of Germany,medium,wikipedia_fallback
power pop,Power pop,high,wikidata
manila sound,Manila sound,high,wikidata
russian pop,Russian pop,high,wikidata
el paso indie,Late Night Drive Home,medium,wikipedia_fallback
pornogrind,Pornogrind,high,wikidata
classic hungarian rock,Irigy Hónaljmirigy,medium,wikipedia_fallback
russian shoegaze,Blankenberge (band),medium,wikipedia_fallback
ragga jungle,Ragga jungle,high,wikidata
malawian folk,Young Kay,medium,wikipedia_fallback
palm desert scene,Palm Desert Scene,high,wikidata
serbian hip hop,Serbian hip-hop,high,wikidata
singaporean hip hop,Singapore hip-hop,medium,wikipedia_fallback
chinese post-rock,Genjing Records,medium,wikipedia_fallback
garage pop,Garage rock,medium,wikipedia_fallback
bisaya rap,Ruby Ibarra,medium,wikipedia_fallback
neue deutsche todeskunst,Neue Deutsche Todeskunst,high,wikidata
oldschool deutschrap,BigFM,medium,wikipedia_fallback
musica indigena brasileira,Música popular brasileira,medium,wikipedia_fallback
underground boom bap,Pasha Technique,medium,wikipedia_fallback
rap,Hip-hop,high,wikidata
latin house,Latin house,high,wikidata
deep minimal techno,Minimal techno,medium,wikipedia_fallback
huayno,Huayno,high,wikidata
environmental,Environmentalism in music,medium,wikipedia_fallback
modern salsa,Salsa dura,medium,wikipedia_fallback
cumbia uruguaya,Agustín Casanova,medium,wikipedia_fallback
british country,Country music,medium,wikipedia_fallback
brutal deathcore,Deathcore,medium,wikipedia_fallback
swedish metal,Music of Sweden,medium,wikipedia_fallback
swedish pop punk,Her Bright Skies,medium,wikipedia_fallback
belgian stoner rock,Gnome (band),medium,wikipedia_fallback
fuji,Fuji music,medium,wikipedia_fallback
italian black metal,Darkend,medium,wikipedia_fallback
british black metal,Make Them Die Slowly (band),medium,wikipedia_fallback
folclore navarra,,none,unmatched
technical thrash,Thrash metal,high,wikidata
punk urbano,List of music genres and styles,medium,wikipedia_fallback
rumba congolaise,Congolese rumba,high,wikidata
taarab,Taarab,high,wikidata
portland metal,Rage (music genre),medium,wikipedia_fallback
orgcore,,none,unmatched
power-pop punk,Music of Illinois,medium,wikipedia_fallback
instrumental death metal,Music genre,medium,wikipedia_fallback
montana metal,Bay Area thrash metal,medium,wikipedia_fallback
norteno-sax,Norteño-sax,high,wikidata
metal gotico,Gothic metal,high,wikidata
ukrainian metal,Ukrainian metal,high,wikidata
russian metal,Sergey Mavrin,medium,wikipedia_fallback
cante flamenco,Cante flamenco,high,wikidata
italian modern prog,List of music genres and styles,medium,wikipedia_fallback
mezmur,Psalm,high,wikidata
modern enka,Enka,medium,wikipedia_fallback
manitoba country,Heather Longstaffe,medium,wikipedia_fallback
gothic symphonic metal,Symphonic metal,high,wikidata
modern hard rock,Sufi music,medium,wikipedia_fallback
chilean black metal,Svartidauði,medium,wikipedia_fallback
lowercase,Lowercase (music),high,wikidata
indonesian experimental,Autonomy (album),medium,wikipedia_fallback
bass music,UK bass,high,wikidata
ambient fusion,Dark ambient,medium,wikipedia_fallback
guidance,Style guide,medium,wikipedia_fallback
norwegian house,Ørjan Nilsen,medium,wikipedia_fallback
polish free jazz,Astigmatic (album),medium,wikipedia_fallback
jazz rock,Jazz fusion,high,wikidata
malagasy pop,AmbondronA (band),medium,wikipedia_fallback
paraguayan indie,List of music genres and styles,medium,wikipedia_fallback
nepali indie,Jerusha Rai,medium,wikipedia_fallback
springfield mo indie,Music of Belgium,medium,wikipedia_fallback
classic greek pop,Music genre,medium,wikipedia_fallback
musica cearense,Music of Brazil,medium,wikipedia_fallback
classic japanese jazz,Music genre,medium,wikipedia_fallback
belgian blues,Day Old Belgian Blues,medium,wikipedia_fallback
polish alternative rock,Lao Che (band),medium,wikipedia_fallback
barbadian pop,Shontelle,medium,wikipedia_fallback
kenyan pop,Jambo Bwana,medium,wikipedia_fallback
garage rock revival,Garage rock,high,wikidata
grime,Grime music,high,wikidata
australian r&b,The Groove (band),medium,wikipedia_fallback
chechen pop,Music of Russia,medium,wikipedia_fallback
rock gaucho,Os Cascavelletes,medium,wikipedia_fallback
australian indie rock,Australian indie rock,high,wikidata
new orleans funk,Soul Jazz Records,medium,wikipedia_fallback
classic j-pop,Satellite Young,medium,wikipedia_fallback
hakkapop,Hakka popular music,high,wikidata
atmospheric post-metal,M (Myrkur album),medium,wikipedia_fallback
lebanese pop,Massari,medium,wikipedia_fallback
rock alternatif francais,Los Carayos,medium,wikipedia_fallback
instrumental post-rock,Feel Good Lost,medium,wikipedia_fallback
estonian hip hop,Soul Militia,medium,wikipedia_fallback
batida,Na Batida,medium,wikipedia_fallback
hungarian choir,List of classical music genres,medium,wikipedia_fallback
phleng phuea chiwit,Phleng phuea chiwit,high,wikidata
south african hip hop,African hip-hop,medium,wikipedia_fallback
hip hop boliviano,Ocasional Talento,medium,wikipedia_fallback
kentucky hip hop,Country rap,medium,wikipedia_fallback
piano cover,Barely Real,medium,wikipedia_fallback
german contemporary classical,Ensemble recherche,medium,wikipedia_fallback
dutch cabaret,Willy Corsari,medium,wikipedia_fallback
kindermusik,Children's music,high,wikidata
skansk musik,,none,unmatched
russian romanticism,Gothic fiction,medium,wikipedia_fallback
new age piano,Michael Jones (Canadian musician),medium,wikipedia_fallback
atlanta indie,Music of Georgia (U.S. state),medium,wikipedia_fallback
indie fuzzpop,,none,unmatched
christian music,Christian music,high,wikidata
japanese folk,Japanese traditional dance,medium,wikipedia_fallback
middle east hip hop,Omar Offendum,medium,wikipedia_fallback
j-punk,Music of Japan,medium,wikipedia_fallback
zambian pop,General Kanene,medium,wikipedia_fallback
irish indie rock,The Flaws,medium,wikipedia_fallback
blues-rock guitar,Lonnie Mack,medium,wikipedia_fallback
greek trap,Trap music,medium,wikipedia_fallback
jazz cubano,Yilian Cañizares,medium,wikipedia_fallback
nz christian,Ella Langley,medium,wikipedia_fallback
chinese electropop,List of music genres and styles,medium,wikipedia_fallback
german alternative rap,Such a Surge,medium,wikipedia_fallback
rap cristao,Heavy metal genres,medium,wikipedia_fallback
japanese indie rock,Toe (band),medium,wikipedia_fallback
argentine indie rock,El Otro Yo,medium,wikipedia_fallback
canadian hip hop,Canadian hip-hop,high,wikidata
canadian underground hip hop,Sixtoo,medium,wikipedia_fallback
rap underground colombiano,Canserbero,medium,wikipedia_fallback
texas latin rap,Lucky Luciano (rapper),medium,wikipedia_fallback
myanmar hip hop,Burmese hip-hop,high,wikidata
bounce,Bounce music,high,wikidata
french opera,French opera,high,wikidata
mountain dulcimer,Gourd Music,medium,wikipedia_fallback
spiritual jazz,Spiritual jazz,high,wikidata
jazz venezolano,Music of Venezuela,medium,wikipedia_fallback
neo kyma,Neo kyma,high,wikidata
